status_conta,duracao_meses,historico_credito,proposito,valor_credito,poupanca,tempo_emprego,taxa_parcela,status_sexo,outros_devedores,residencia_desde,propriedades,idade,outros_planos_parcelas,moradia,creditos_existentes,emprego,dependentes,telefone,trabalhador_estrangeiro,target
A12,0.47058823529411764,A33,A49,0.2313744910311434,A61,A73,2,A91,A101,2,A121,0.19642857142857145,A142,A152,2,A174,1,A192,A201,1
A11,0.25,A31,A40,0.07686805326290305,A65,A73,4,A93,A101,2,A122,0.37499999999999994,A143,A152,2,A172,2,A191,A201,1
A14,0.2941176470588235,A34,A42,0.19406844943325632,A64,A73,4,A93,A101,4,A121,0.5535714285714286,A143,A152,1,A173,1,A192,A201,0
A12,0.20588235294117646,A34,A40,0.034885000550236606,A61,A75,4,A93,A101,4,A123,0.30357142857142855,A141,A152,1,A173,2,A192,A201,1
A14,0.16176470588235292,A34,A43,0.06107626279300099,A61,A73,4,A93,A101,2,A122,0.21428571428571425,A143,A152,2,A173,1,A191,A201,0
A12,0.07352941176470588,A31,A41,0.268460437988335,A61,A75,2,A92,A101,4,A124,0.9821428571428572,A141,A153,1,A174,2,A192,A201,1
A12,0.1764705882352941,A34,A40,0.050896885660834154,A61,A71,2,A93,A101,3,A123,0.875,A143,A153,3,A171,1,A192,A201,0
A11,0.1176470588235294,A32,A43,0.0233300319137229,A62,A74,4,A94,A101,1,A122,0.01785714285714285,A143,A152,1,A173,1,A191,A201,1
A12,0.20588235294117646,A30,A42,0.16474083856058105,A61,A73,1,A92,A101,4,A123,0.25000000000000006,A141,A152,2,A173,1,A192,A201,0
A14,0.2941176470588235,A32,A49,0.23885770881479035,A64,A73,2,A93,A101,3,A122,0.625,A143,A152,3,A174,1,A192,A201,1
A12,0.6470588235294117,A30,A49,0.19775503466490593,A62,A74,4,A93,A101,4,A124,0.26785714285714285,A143,A153,1,A172,2,A191,A201,1
A12,0.338235294117647,A32,A49,0.20166171453725104,A61,A73,4,A93,A101,2,A123,0.30357142857142855,A143,A152,1,A173,2,A192,A201,1
A14,0.029411764705882346,A32,A43,0.10223396060305931,A61,A74,2,A94,A101,2,A121,0.17857142857142855,A143,A151,1,A173,1,A191,A201,0
A12,0.6029411764705882,A32,A43,0.15302079894354573,A62,A73,4,A93,A103,4,A122,0.035714285714285754,A143,A151,1,A173,1,A191,A201,1
A12,0.07352941176470588,A34,A46,0.06883459887751733,A61,A75,2,A92,A101,3,A123,0.26785714285714285,A143,A152,2,A174,1,A192,A201,1
A14,0.029411764705882346,A34,A43,0.06228678331682623,A61,A73,1,A92,A101,1,A123,0.16071428571428575,A143,A152,2,A173,1,A192,A201,0
A12,0.1176470588235294,A32,A42,0.038571585781886214,A62,A72,4,A92,A101,4,A123,0.14285714285714285,A141,A151,4,A173,1,A191,A201,1
A12,0.2941176470588235,A32,A41,0.13810938703642567,A65,A75,4,A93,A101,4,A124,0.30357142857142855,A141,A153,1,A173,1,A192,A201,0
A12,0.20588235294117646,A33,A42,0.2226807527236712,A61,A75,4,A91,A101,3,A124,0.37499999999999994,A143,A152,1,A174,1,A192,A201,1
A14,0.07352941176470588,A34,A46,0.037746230879278087,A63,A75,4,A93,A101,2,A123,0.5892857142857142,A143,A152,2,A173,1,A192,A201,0
A11,0.1176470588235294,A32,A40,0.05051172003961703,A61,A73,4,A94,A101,3,A121,0.14285714285714285,A143,A152,1,A172,1,A191,A201,0
A14,0.338235294117647,A33,A49,0.2678001540662485,A61,A74,3,A93,A101,4,A123,0.125,A143,A152,2,A173,1,A191,A201,0
A11,0.1176470588235294,A32,A48,0.035875426433366345,A61,A74,4,A94,A101,4,A122,0.035714285714285754,A143,A151,1,A173,1,A191,A201,1
A14,0.1176470588235294,A34,A40,0.06850445691647408,A61,A75,4,A93,A101,1,A121,0.33928571428571425,A143,A152,2,A172,2,A191,A201,0
A11,0.38235294117647056,A34,A41,0.5707604269836029,A61,A75,3,A93,A101,4,A124,0.33928571428571425,A143,A153,3,A174,2,A192,A201,0
A14,0.1176470588235294,A34,A42,0.09271486739297898,A61,A75,4,A93,A101,4,A121,0.42857142857142855,A143,A152,3,A173,1,A192,A201,0
A12,0.1176470588235294,A34,A44,0.06459777704412897,A61,A74,4,A93,A101,3,A122,0.125,A143,A152,1,A173,1,A191,A201,0
A11,0.2941176470588235,A32,A49,0.3476394849785408,A61,A73,2,A94,A101,2,A123,0.035714285714285754,A142,A152,1,A172,1,A191,A201,0
A14,0.1176470588235294,A32,A41,0.06399251678221635,A64,A74,3,A93,A101,2,A122,0.6428571428571428,A143,A152,1,A173,1,A191,A202,0
A14,0.07352941176470588,A34,A43,0.15538681633102236,A65,A73,1,A93,A101,2,A121,0.25000000000000006,A143,A152,2,A173,2,A191,A201,0
A14,0.47058823529411764,A32,A43,0.19725982172334106,A65,A75,2,A92,A101,4,A121,0.46428571428571425,A143,A152,1,A172,1,A192,A201,0
A11,0.338235294117647,A30,A49,0.27748431825685044,A61,A71,2,A93,A101,4,A122,0.5535714285714286,A142,A152,2,A173,1,A192,A201,1
A13,0.38235294117647056,A33,A49,0.09122922856828436,A61,A75,4,A93,A101,4,A121,0.8392857142857144,A143,A152,1,A174,1,A192,A201,1
A14,0.47058823529411764,A34,A43,0.1701331572576208,A65,A75,4,A93,A101,2,A123,0.5714285714285714,A143,A152,1,A173,1,A192,A201,0
A12,0.029411764705882346,A34,A48,0.037526136238582586,A65,A74,1,A92,A101,3,A122,0.35714285714285715,A143,A152,2,A172,1,A191,A201,0
A11,0.20588235294117646,A30,A49,0.1570375261362386,A61,A74,3,A93,A101,1,A122,0.21428571428571425,A141,A152,1,A173,1,A192,A201,0
A13,0.47058823529411764,A32,A43,0.2015516672169033,A61,A73,2,A93,A101,2,A121,0.07142857142857145,A143,A152,1,A173,1,A192,A201,0
A11,0.2941176470588235,A32,A42,0.15247056234180698,A61,A73,2,A91,A101,2,A121,0.0892857142857143,A143,A151,1,A172,1,A191,A201,0
A14,0.08823529411764706,A32,A40,0.06129635743369649,A61,A73,2,A92,A101,4,A123,0.8035714285714286,A143,A152,1,A173,1,A192,A201,0
A12,0.1176470588235294,A32,A43,0.020633872565203038,A61,A72,4,A94,A103,1,A121,0.125,A141,A152,1,A172,1,A191,A201,0
A11,0.1176470588235294,A32,A46,0.05227247716518102,A65,A73,4,A92,A101,4,A122,0.07142857142857145,A141,A151,1,A173,1,A192,A201,0
A14,0.1176470588235294,A32,A43,0.025145812699460767,A61,A73,4,A93,A101,2,A121,0.19642857142857145,A141,A152,2,A173,1,A191,A201,0
A14,0.2941176470588235,A33,A49,0.15010454495433037,A65,A73,4,A93,A101,4,A121,0.23214285714285715,A143,A152,2,A173,2,A192,A201,0
A14,0.16176470588235292,A32,A41,0.2424892703862661,A61,A73,3,A93,A101,2,A123,0.19642857142857145,A143,A152,1,A173,1,A192,A201,0
A14,0.47058823529411764,A30,A45,0.13002090899086607,A61,A73,4,A93,A101,2,A123,0.14285714285714285,A143,A152,2,A173,1,A191,A201,0
A12,0.6470588235294117,A32,A43,0.5893584241223726,A64,A74,1,A93,A102,2,A124,0.14285714285714285,A141,A152,2,A173,1,A192,A201,1
A11,0.1176470588235294,A32,A42,0.41900517222405637,A61,A75,4,A93,A101,4,A124,0.6071428571428572,A143,A153,1,A174,1,A192,A201,1
A14,0.07352941176470588,A32,A43,0.0675690546935182,A61,A74,4,A93,A101,2,A123,0.0535714285714286,A143,A152,1,A173,1,A191,A201,1
A11,0.2941176470588235,A32,A42,0.15951359084406297,A61,A72,4,A93,A101,1,A124,0.0535714285714286,A141,A153,1,A173,1,A191,A201,0
A13,0.47058823529411764,A32,A43,0.21789369428854408,A61,A73,4,A93,A101,2,A123,0.125,A143,A152,1,A173,1,A191,A201,1
A14,0.07352941176470588,A32,A40,0.12418840101243535,A63,A75,2,A93,A101,4,A124,0.5714285714285714,A143,A153,1,A172,1,A191,A201,0
A14,0.1176470588235294,A32,A43,0.10404974138879718,A62,A74,3,A93,A101,1,A124,0.28571428571428575,A143,A152,1,A173,1,A191,A201,0
A12,0.20588235294117646,A32,A43,0.03389457466710685,A61,A73,4,A94,A103,2,A121,0.10714285714285715,A143,A152,1,A172,1,A191,A201,0
A14,0.0,A34,A43,0.07120061626499395,A61,A74,2,A93,A101,1,A121,0.41071428571428575,A143,A152,3,A172,2,A191,A201,0
A11,0.2941176470588235,A32,A43,0.086552217453505,A61,A71,4,A93,A101,2,A123,0.19642857142857145,A142,A152,1,A174,2,A191,A201,1
A12,0.029411764705882346,A32,A40,0.7871134587872785,A65,A71,1,A93,A101,2,A122,0.07142857142857145,A143,A152,1,A171,1,A192,A201,1
A12,0.25,A32,A49,0.1384945526576428,A62,A75,4,A91,A101,2,A123,0.75,A141,A151,2,A172,1,A191,A201,1
A14,0.1176470588235294,A34,A43,0.05727963024100363,A61,A73,4,A92,A101,2,A122,0.28571428571428575,A143,A152,2,A173,1,A191,A201,0
A11,0.38235294117647056,A32,A43,0.1250137559150435,A61,A75,1,A93,A103,3,A122,0.35714285714285715,A143,A152,1,A173,2,A191,A201,0
A11,0.2941176470588235,A32,A40,0.03659073401562672,A65,A75,4,A92,A101,2,A123,0.17857142857142855,A141,A152,1,A173,1,A191,A201,1
A14,0.029411764705882346,A32,A43,0.07400682293386156,A61,A74,3,A93,A101,2,A122,0.5714285714285714,A143,A152,1,A173,2,A191,A201,0
A11,0.6470588235294117,A30,A41,0.2396280400572246,A61,A75,3,A93,A101,4,A124,0.0892857142857143,A143,A153,2,A173,2,A191,A201,1
A14,0.1176470588235294,A34,A49,0.051447122262572906,A61,A73,3,A92,A101,2,A121,0.14285714285714285,A143,A152,2,A173,1,A191,A201,0
A14,0.1176470588235294,A31,A48,0.17591064157587763,A63,A73,4,A92,A101,3,A121,0.28571428571428575,A143,A152,1,A172,2,A191,A201,0
A14,0.2941176470588235,A32,A49,0.055463849455265765,A61,A74,4,A93,A101,1,A121,0.10714285714285715,A143,A152,1,A173,1,A192,A201,0
A14,0.1176470588235294,A34,A43,0.02569604930119952,A61,A75,4,A93,A101,4,A121,0.5892857142857142,A143,A152,3,A173,1,A191,A201,0
A14,0.029411764705882346,A30,A40,0.05249257180587652,A62,A73,4,A93,A101,1,A124,0.28571428571428575,A141,A151,1,A173,1,A191,A202,0
A13,0.2941176470588235,A32,A42,0.09216463079124024,A61,A73,2,A93,A101,2,A121,0.125,A143,A152,1,A173,1,A191,A201,0
A14,0.20588235294117646,A32,A43,0.010069329811819083,A61,A71,3,A92,A102,4,A121,0.0535714285714286,A143,A151,1,A173,1,A191,A201,1
A11,0.029411764705882346,A34,A40,0.022889842632331906,A64,A74,3,A92,A101,4,A121,0.35714285714285715,A143,A152,2,A172,1,A192,A201,0
A13,0.1176470588235294,A32,A42,0.1101023440079234,A61,A73,1,A92,A101,2,A123,0.48214285714285715,A143,A152,1,A172,1,A191,A201,0
A12,0.38235294117647056,A32,A40,0.10454495433036205,A61,A73,4,A92,A103,2,A124,0.0892857142857143,A141,A152,1,A173,1,A191,A201,1
A14,0.2941176470588235,A33,A42,0.21464729833828547,A62,A73,2,A93,A101,3,A122,0.28571428571428575,A143,A152,2,A173,1,A191,A201,0
A12,0.07352941176470588,A32,A42,0.09794211510949709,A65,A74,2,A93,A101,1,A123,0.0892857142857143,A143,A152,1,A173,1,A192,A201,0
A12,0.8235294117647058,A33,A43,0.39440959612633436,A65,A73,1,A93,A101,1,A121,0.14285714285714285,A143,A152,1,A172,1,A191,A201,0
A14,0.2941176470588235,A34,A43,0.13392758886321118,A61,A73,4,A93,A101,2,A121,0.28571428571428575,A143,A152,2,A172,1,A191,A201,0
A11,0.1176470588235294,A31,A43,0.10448993067018818,A61,A73,4,A91,A101,1,A124,0.17857142857142855,A143,A153,1,A173,1,A191,A201,1
A14,0.16176470588235292,A32,A41,0.19599427753934193,A62,A72,1,A92,A101,4,A123,0.07142857142857145,A143,A152,1,A173,1,A192,A201,0
A14,0.10294117647058824,A34,A43,0.04974138879718279,A62,A71,4,A92,A101,4,A121,0.6785714285714286,A143,A152,3,A172,1,A191,A201,0
A11,0.1176470588235294,A32,A42,0.07741828986464179,A61,A73,2,A93,A101,2,A121,0.14285714285714285,A143,A152,1,A173,1,A191,A201,0
A11,0.2941176470588235,A32,A43,0.07444701221525256,A61,A75,4,A92,A101,4,A123,0.6428571428571428,A143,A152,1,A173,1,A191,A201,0
A11,0.20588235294117646,A34,A40,0.27797953119841534,A61,A75,2,A93,A101,4,A124,0.30357142857142855,A143,A153,3,A174,1,A192,A201,0
A14,0.1176470588235294,A34,A46,0.13744910311433917,A61,A75,2,A92,A101,4,A124,0.6785714285714286,A141,A153,3,A172,1,A191,A201,0
A14,0.08823529411764706,A34,A40,0.05397821063057115,A61,A75,3,A93,A101,4,A121,0.23214285714285715,A143,A152,2,A172,2,A191,A202,0
A12,0.16176470588235292,A32,A43,0.030373060415978873,A61,A75,4,A93,A101,3,A123,0.32142857142857145,A143,A152,1,A173,2,A191,A201,1
A14,0.47058823529411764,A34,A49,0.33311323869263787,A65,A75,4,A93,A101,4,A121,0.30357142857142855,A143,A152,2,A173,1,A191,A201,0
A14,0.2941176470588235,A32,A43,0.07059535600308132,A61,A72,4,A92,A101,3,A123,0.33928571428571425,A142,A152,1,A173,1,A192,A201,0
A11,0.14705882352941174,A32,A40,0.48024650599757895,A61,A75,1,A91,A101,4,A122,0.46428571428571425,A143,A152,1,A174,1,A192,A202,1
A14,0.2941176470588235,A32,A43,0.041212721470232194,A65,A75,4,A93,A101,2,A123,0.10714285714285715,A143,A152,2,A173,1,A191,A201,0
A14,0.20588235294117646,A32,A40,0.13271706833938596,A65,A74,4,A93,A101,3,A122,0.23214285714285715,A143,A152,1,A173,1,A191,A202,0
A14,0.1176470588235294,A34,A42,0.06338725652030373,A63,A74,3,A92,A101,4,A123,0.32142857142857145,A143,A151,1,A173,1,A192,A201,0
A12,0.6470588235294117,A31,A40,0.6558270056124132,A65,A71,4,A93,A102,4,A124,0.30357142857142855,A143,A153,1,A174,1,A192,A201,0
A12,0.6470588235294117,A32,A43,0.1546164850885881,A61,A74,4,A93,A101,4,A121,0.16071428571428575,A143,A152,2,A173,1,A191,A201,1
A11,0.38235294117647056,A32,A45,0.6464179597226807,A61,A72,1,A91,A101,1,A124,0.26785714285714285,A143,A152,1,A172,1,A192,A201,1
A14,0.07352941176470588,A32,A43,0.13464289644547156,A61,A73,1,A93,A101,2,A121,0.23214285714285715,A143,A152,1,A173,2,A191,A201,0
A14,0.20588235294117646,A34,A43,0.11852096401452623,A61,A73,2,A92,A101,2,A123,0.125,A143,A152,2,A173,1,A191,A201,0
A11,0.1176470588235294,A32,A42,0.055683944095961266,A65,A75,2,A91,A101,4,A122,0.5357142857142858,A143,A152,1,A172,1,A192,A201,0
A14,0.029411764705882346,A32,A42,0.23995818201826785,A61,A72,1,A92,A101,4,A122,0.23214285714285715,A143,A152,1,A173,1,A191,A201,1
A14,0.2941176470588235,A32,A43,0.09084406294706723,A62,A73,4,A93,A101,4,A123,0.17857142857142855,A143,A151,1,A174,1,A192,A201,0
A14,0.16176470588235292,A34,A41,0.17156377242214152,A64,A75,3,A93,A101,4,A124,0.07142857142857145,A143,A151,2,A173,1,A192,A201,0
A14,0.1176470588235294,A32,A42,0.07285132607021019,A61,A73,4,A93,A101,2,A121,0.5535714285714286,A143,A152,1,A173,1,A191,A201,0
A13,0.20588235294117646,A31,A43,0.06575327390778034,A65,A74,4,A93,A101,4,A123,0.5357142857142858,A141,A152,1,A172,1,A191,A201,0
A14,0.16176470588235292,A34,A42,0.06988004842082095,A65,A75,4,A93,A101,4,A122,0.7857142857142858,A143,A152,1,A173,1,A191,A201,0
A12,0.2941176470588235,A34,A40,0.19962583911081766,A62,A72,4,A91,A101,2,A123,0.32142857142857145,A143,A152,1,A173,1,A192,A201,0
A11,0.6323529411764706,A32,A40,0.5762077693408165,A61,A72,1,A92,A101,1,A121,0.28571428571428575,A143,A152,1,A172,1,A192,A201,0
A11,0.6470588235294117,A32,A41,0.24969736986904373,A61,A74,4,A93,A101,3,A122,0.125,A143,A152,1,A173,2,A191,A201,0
A12,0.6470588235294117,A33,A410,0.4034334763948498,A62,A71,2,A93,A101,4,A124,0.21428571428571425,A143,A153,1,A174,1,A192,A201,0
A12,0.1176470588235294,A32,A43,0.04632992186640256,A61,A73,4,A92,A103,4,A121,0.5357142857142858,A143,A152,2,A173,1,A192,A201,0
A11,0.2941176470588235,A33,A43,0.04258831297457907,A61,A72,4,A94,A101,4,A121,0.5178571428571428,A142,A152,1,A173,1,A191,A201,1
A14,0.1176470588235294,A32,A49,0.045449543303620554,A61,A73,2,A94,A101,2,A121,0.125,A143,A152,1,A173,1,A192,A202,0
A12,0.47058823529411764,A32,A41,0.5033564432706064,A61,A72,1,A94,A101,4,A123,0.16071428571428575,A143,A151,1,A174,1,A192,A201,1
A11,0.2941176470588235,A34,A41,0.33944095961263343,A61,A75,2,A92,A101,4,A124,0.44642857142857145,A143,A153,2,A174,2,A192,A201,0
A13,0.5588235294117647,A34,A41,0.2501375591504347,A61,A75,4,A93,A101,4,A124,0.6607142857142858,A143,A153,1,A173,1,A191,A201,0
A14,0.6470588235294117,A34,A49,0.40601958842302194,A65,A75,4,A91,A101,2,A123,0.48214285714285715,A141,A152,2,A174,2,A191,A201,0
A12,0.6470588235294117,A32,A42,0.5342797402883239,A61,A72,1,A92,A101,2,A123,0.125,A143,A152,1,A173,1,A192,A201,1
A14,0.1176470588235294,A32,A41,0.24347969626939586,A65,A72,1,A92,A101,4,A123,0.01785714285714285,A143,A151,1,A173,1,A191,A201,0
A14,0.08823529411764706,A32,A40,0.05705953560030813,A65,A75,4,A93,A102,2,A122,0.46428571428571425,A143,A152,1,A172,1,A191,A202,0
A14,0.20588235294117646,A32,A42,0.12462859029382635,A61,A73,3,A93,A101,4,A121,0.42857142857142855,A143,A152,1,A173,1,A192,A201,0
A12,0.25,A34,A42,0.13728403213381754,A64,A74,3,A93,A101,2,A123,0.23214285714285715,A143,A152,2,A173,1,A192,A201,0
A14,0.029411764705882346,A32,A40,0.02321998459337515,A61,A71,1,A92,A101,4,A121,0.625,A143,A152,1,A171,1,A192,A201,0
A12,0.47058823529411764,A30,A43,0.19555408825795093,A61,A73,4,A92,A101,1,A123,0.41071428571428575,A143,A152,1,A173,1,A192,A201,1
A13,0.2941176470588235,A34,A40,0.06019588423021899,A65,A74,4,A93,A101,2,A121,0.32142857142857145,A141,A152,2,A172,2,A191,A201,1
A11,0.08823529411764706,A34,A40,0.04335864421701331,A61,A74,4,A93,A102,3,A122,0.5357142857142858,A143,A152,2,A173,1,A192,A201,0
A14,0.6470588235294117,A34,A40,0.543468691537361,A63,A73,2,A93,A101,2,A124,0.44642857142857145,A141,A153,1,A173,1,A191,A201,1
A14,0.029411764705882346,A32,A42,0.07114559260482008,A64,A73,4,A91,A101,2,A121,0.25000000000000006,A143,A152,1,A173,1,A191,A201,0
A14,0.38235294117647056,A32,A41,0.25096291405304283,A65,A74,2,A92,A101,4,A122,0.0892857142857143,A142,A151,1,A172,1,A191,A201,0
A11,0.1176470588235294,A32,A43,0.026246285902938263,A62,A72,4,A94,A101,3,A124,0.25000000000000006,A143,A152,1,A172,1,A192,A201,1
A12,0.058823529411764705,A32,A42,0.05430835259161439,A61,A73,3,A92,A101,4,A121,0.0892857142857143,A143,A152,1,A173,1,A191,A201,1
A12,0.07352941176470588,A32,A40,0.001430615164520744,A61,A73,4,A94,A101,4,A121,0.0535714285714286,A143,A151,1,A172,1,A191,A201,0
A12,0.6470588235294117,A32,A410,0.28232640035215145,A65,A71,3,A93,A101,4,A124,0.37499999999999994,A141,A153,1,A171,1,A192,A201,0
A14,0.2941176470588235,A32,A42,0.28947947617475517,A62,A73,4,A93,A101,1,A123,0.10714285714285715,A142,A152,1,A173,1,A191,A201,0
A13,0.2941176470588235,A32,A42,0.19252778694838782,A61,A72,2,A92,A101,4,A123,0.125,A143,A152,1,A173,1,A191,A201,0
A12,0.1176470588235294,A32,A40,0.023935292175635527,A61,A74,2,A94,A101,3,A123,0.10714285714285715,A141,A152,1,A172,1,A191,A201,1
A13,0.0,A32,A40,0.06844943325630021,A65,A72,1,A93,A101,2,A121,0.17857142857142855,A143,A152,1,A172,2,A191,A202,0
A11,0.47058823529411764,A31,A42,0.13733905579399142,A61,A75,4,A93,A101,4,A123,0.21428571428571425,A141,A152,1,A173,1,A191,A201,1
A11,0.1176470588235294,A32,A42,0.025200836359634642,A61,A73,2,A93,A103,3,A122,0.33928571428571425,A143,A152,1,A172,2,A191,A201,0
A12,0.2941176470588235,A32,A42,0.22565203037306042,A65,A73,1,A92,A101,4,A122,0.5178571428571428,A143,A152,1,A172,1,A192,A201,0
A14,0.1176470588235294,A34,A46,0.024815670738417523,A61,A73,4,A93,A101,2,A123,0.23214285714285715,A143,A152,2,A173,1,A191,A201,0
A11,0.16176470588235292,A33,A42,0.1866952789699571,A61,A75,1,A92,A101,4,A122,0.14285714285714285,A143,A152,2,A172,1,A191,A201,0
A12,0.38235294117647056,A34,A40,0.2200396170353252,A61,A71,4,A94,A101,2,A123,0.16071428571428575,A143,A152,2,A174,1,A191,A201,1
A11,0.2941176470588235,A32,A43,0.0928799383735006,A61,A72,4,A91,A101,3,A122,0.23214285714285715,A143,A152,1,A173,1,A191,A201,1
A11,0.2941176470588235,A32,A41,0.1463629360625069,A61,A74,2,A93,A101,1,A124,0.26785714285714285,A143,A153,1,A174,1,A192,A201,0
A11,0.20588235294117646,A32,A42,0.13255199735886433,A64,A73,4,A93,A101,2,A123,0.16071428571428575,A143,A152,1,A173,1,A191,A201,0
A14,0.20588235294117646,A34,A40,0.042808407615274574,A61,A73,4,A92,A101,3,A121,0.30357142857142855,A143,A152,2,A173,1,A191,A201,0
A11,0.058823529411764705,A34,A40,0.17321448222735777,A61,A74,1,A93,A101,4,A121,0.35714285714285715,A143,A152,2,A172,1,A191,A202,0
A14,0.1176470588235294,A34,A42,0.30543633762517886,A65,A75,2,A93,A101,4,A122,0.5357142857142858,A143,A151,1,A173,1,A192,A201,0
A14,0.2941176470588235,A32,A40,0.07015516672169032,A64,A74,4,A92,A101,3,A123,0.26785714285714285,A143,A152,1,A173,2,A192,A201,0
A13,0.47058823529411764,A32,A43,0.23236491691427316,A61,A75,4,A93,A101,2,A123,0.21428571428571425,A143,A152,1,A173,1,A191,A201,0
A12,0.029411764705882346,A32,A43,0.04500935402222955,A61,A75,4,A93,A101,4,A123,0.16071428571428575,A143,A152,1,A173,2,A191,A201,0
A11,0.2941176470588235,A34,A41,0.3502255970067129,A61,A71,2,A93,A101,4,A124,1.0,A143,A153,2,A174,1,A192,A201,0
A14,0.20588235294117646,A34,A46,0.08880818752063387,A62,A73,4,A92,A101,2,A121,0.19642857142857145,A143,A152,2,A173,1,A191,A201,1
A12,0.8235294117647058,A32,A40,0.3938593595245956,A62,A72,4,A92,A101,2,A122,0.0892857142857143,A143,A152,1,A174,1,A191,A201,1
A14,0.6470588235294117,A34,A41,0.6239683063717398,A62,A73,2,A92,A101,4,A123,0.0892857142857143,A141,A151,2,A172,1,A191,A201,1
A11,0.2941176470588235,A30,A42,0.21239132827115662,A61,A75,3,A93,A101,4,A124,0.07142857142857145,A141,A151,2,A173,2,A191,A201,1
A11,0.029411764705882346,A34,A42,0.17244415098492352,A61,A73,1,A91,A101,4,A121,0.44642857142857145,A143,A151,1,A174,1,A192,A201,1
A12,0.13235294117647056,A32,A43,0.10184879498184218,A61,A72,2,A92,A103,4,A122,0.07142857142857145,A143,A152,1,A172,1,A191,A201,0
A11,0.16176470588235292,A32,A44,0.05639925167822163,A65,A73,4,A92,A101,2,A123,0.0892857142857143,A143,A151,1,A173,1,A191,A201,1
A11,0.2941176470588235,A32,A42,0.21563772422141522,A61,A73,4,A93,A101,4,A122,0.16071428571428575,A143,A152,1,A173,1,A191,A201,0
A12,0.08823529411764706,A32,A42,0.06993507208099482,A61,A73,4,A91,A101,2,A123,0.21428571428571425,A143,A152,1,A172,1,A191,A201,0
A12,0.2941176470588235,A34,A46,0.3022449653350941,A61,A72,2,A92,A101,4,A124,0.0892857142857143,A143,A153,2,A173,1,A192,A201,0
A11,0.25,A32,A42,0.1842742379223066,A61,A74,1,A92,A101,4,A123,0.125,A143,A151,1,A172,1,A191,A201,0
A12,0.20588235294117646,A32,A43,0.16303510509519095,A63,A72,1,A94,A101,3,A121,0.10714285714285715,A143,A151,1,A173,1,A191,A201,0
A12,0.20588235294117646,A32,A49,0.2304941124683614,A61,A75,1,A93,A102,1,A121,0.25000000000000006,A141,A152,1,A174,1,A192,A201,0
A13,0.08823529411764706,A32,A40,0.20353251898316277,A61,A72,1,A93,A103,1,A122,0.32142857142857145,A143,A152,1,A172,2,A191,A201,0
A14,0.16176470588235292,A34,A43,0.06652360515021459,A61,A73,4,A92,A101,2,A123,0.42857142857142855,A143,A152,1,A172,1,A191,A201,0
A12,0.13235294117647056,A34,A43,0.034774953229888855,A61,A72,4,A93,A103,4,A121,0.07142857142857145,A143,A152,2,A173,1,A191,A201,0
A12,0.2941176470588235,A32,A43,0.1930229998899527,A63,A71,1,A92,A101,4,A124,0.07142857142857145,A143,A151,1,A171,1,A191,A201,0
A14,0.029411764705882346,A33,A49,0.08215032463959503,A62,A73,1,A93,A101,2,A121,0.26785714285714285,A143,A152,2,A172,1,A191,A201,0
A12,0.07352941176470588,A34,A46,0.048750962914053037,A64,A75,4,A93,A101,3,A124,0.23214285714285715,A143,A153,2,A173,2,A191,A201,1
A14,0.07352941176470588,A32,A44,0.05425332893144051,A61,A72,1,A92,A101,4,A121,0.07142857142857145,A143,A151,1,A173,1,A192,A201,0
A12,0.07352941176470588,A32,A42,0.039011775063277215,A61,A73,1,A92,A101,2,A123,0.17857142857142855,A143,A152,1,A173,1,A191,A202,1
A14,0.20588235294117646,A34,A41,0.16391548365797293,A65,A71,2,A93,A101,4,A124,0.33928571428571425,A143,A152,1,A174,1,A192,A201,0
A11,0.1176470588235294,A30,A43,0.327335754374381,A61,A73,4,A93,A101,2,A122,0.16071428571428575,A143,A151,2,A173,1,A192,A201,1
A14,0.08823529411764706,A32,A46,0.026246285902938263,A63,A75,4,A93,A101,4,A124,0.48214285714285715,A143,A153,1,A173,1,A192,A201,0
A12,0.2941176470588235,A32,A40,0.05480356553317926,A61,A72,4,A93,A101,2,A121,0.07142857142857145,A142,A152,1,A172,1,A191,A201,1
A14,0.1176470588235294,A34,A43,0.11450423682183337,A65,A75,1,A93,A102,4,A121,0.5357142857142858,A143,A152,1,A173,1,A192,A201,0
A14,0.47058823529411764,A33,A43,0.2318146803125344,A61,A73,4,A93,A101,2,A123,0.125,A143,A152,2,A174,1,A192,A201,1
A14,0.1176470588235294,A32,A43,0.028942445251458126,A61,A73,4,A94,A101,2,A121,0.16071428571428575,A143,A152,1,A173,1,A191,A201,0
A11,0.38235294117647056,A32,A42,0.11863101133487398,A61,A74,4,A92,A101,4,A121,0.07142857142857145,A143,A151,1,A173,1,A191,A201,1
A12,0.20588235294117646,A32,A46,0.05441839991196214,A65,A73,4,A93,A101,4,A124,0.75,A143,A153,1,A173,1,A191,A201,0
A13,0.1176470588235294,A32,A43,0.17326950588753165,A65,A75,2,A93,A101,3,A123,0.32142857142857145,A143,A152,1,A174,1,A191,A201,0
A13,0.1176470588235294,A33,A40,0.1098822493672279,A61,A73,2,A92,A101,2,A123,0.30357142857142855,A142,A152,2,A173,1,A192,A201,0
A14,0.029411764705882346,A32,A42,0.08341586882359414,A61,A73,1,A94,A101,2,A122,0.035714285714285754,A143,A151,1,A173,1,A191,A201,0
A11,0.20588235294117646,A32,A42,0.12231759656652359,A61,A71,4,A93,A101,1,A123,0.10714285714285715,A143,A152,1,A171,1,A191,A201,1
